timestamp,graph,n_nodes,n_qubits,k_target,max_layers,shots,optimizer,true_baseline,p_d,p_dep,p_d1,p_d2,p_alpha,p_xx,p_h,method,total_budget,final_cost,modularity,approx_ratio
2026-06-13T12:52:33.860921,"connected_caveman_graph(l=4,k=2)",8,16,4,2,10,COBYLA,0.75,0.00015,0.0008,0.00075,0.00075,0.0001,0.001,0.00125,L-VQE,500,-0.31953125,0.31953125,0.42604166666666665
2026-06-13T12:52:33.860921,"connected_caveman_graph(l=4,k=2)",8,16,4,2,10,COBYLA,0.75,0.00015,0.0008,0.00075,0.00075,0.0001,0.001,0.00125,VQE,500,-0.03750000000000001,0.03750000000000001,0.05000000000000002
