graph,n_nodes,n_qubits,max_layers,shots,max_iter_layer,optimizer,true_baseline,final_cost,noisy_modularity,approx_ratio_rho,p_d,p_dep,p_d1,p_d2,p_alpha,p_xx,p_h
"regular_graph(n=8, d=3)",8,8,2,10,100,COBYLA,-10.0,-5.6,5.6,-0.5599999999999999,0.00015,0.0008,0.00075,0.00075,0.0001,0.001,0.00125
