step,cost
156,-0.1671875
157,-0.253125
158,-0.18515625
159,-0.13749999999999998
160,-0.11484375000000001
161,-0.16328125
162,-0.14375000000000002
163,-0.07265625
164,-0.06484375
165,-0.13750000000000004
166,-0.12031250000000002
167,-0.12890625000000006
168,-0.08828125
169,-0.09375
170,-0.10859375000000002
171,-0.18046875
172,-0.07031250000000001
173,-0.16171875
174,-0.12812500000000002
175,-0.15546875000000004
176,-0.12734375
177,-0.16953125000000002
178,-0.13046875000000002
179,-0.15468750000000003
180,-0.13515625000000003
181,-0.1296875
182,-0.06796875000000004
183,-0.12734375
184,-0.15234375
185,-0.024999999999999988
186,-0.11562500000000003
187,-0.16171875000000005
188,-0.16953125
189,-0.1828125
190,-0.21406250000000002
191,-0.19375
192,-0.07031250000000003
193,-0.07578125000000002
194,-0.09140625
195,-0.23593749999999997
196,-0.12265624999999998
197,-0.15234375
198,-0.10781250000000003
199,-0.19140625
200,-0.14218750000000002
201,-0.11171874999999999
202,-0.09140625
203,-0.20859375000000002
204,-0.06640625
205,-0.24453125
206,-0.15234374999999997
207,-0.15468749999999998
208,-0.1953125
209,-0.14609375000000005
210,-0.19921875000000003
211,-0.04296875
212,-0.16328125000000002
213,-0.1453125
214,-0.13281250000000003
215,-0.16640625
216,-0.11953125
217,-0.16328125000000004
218,-0.06562499999999999
219,-0.17890625
220,-0.15859375
221,-0.1390625
222,-0.053906249999999996
223,-0.21250000000000002
224,-0.13203125000000002
225,-0.07265624999999999
226,-0.21328125000000003
227,-0.0921875
228,-0.16875
229,-0.10703125000000002
230,-0.18906250000000005
231,-0.19296875
232,-0.2265625
233,-0.14375
234,-0.17109375000000002
235,-0.1875
236,-0.16484375
237,-0.15468750000000003
238,-0.14765625
239,-0.1484375
240,-0.18125000000000002
241,-0.10078125
242,-0.21718749999999998
243,-0.14375
244,-0.12890625000000003
245,-0.18281250000000004
246,-0.19843750000000004
247,-0.26796875
248,-0.15859375
249,-0.25
250,-0.14609375000000002
251,-0.14843750000000003
252,-0.18515625
253,-0.16796874999999997
254,-0.18906250000000002
255,-0.07578125000000002
256,-0.1921875
257,-0.16015625
258,-0.196875
259,-0.1875
260,-0.19843750000000004
261,-0.19453125000000004
262,-0.1796875
263,-0.2421875
264,-0.15859375
265,-0.19843750000000002
266,-0.190625
267,-0.1515625
268,-0.10390625
269,-0.2109375
270,-0.18984375000000003
271,-0.2328125
272,-0.2671875
273,-0.21718750000000003
274,-0.19453125000000002
275,-0.17578125
276,-0.18125000000000002
277,-0.08906249999999999
278,-0.1921875
279,-0.14140625000000004
280,-0.12343750000000003
281,-0.14375000000000002
282,-0.05468750000000001
283,-0.18515625000000002
284,-0.042968750000000014
285,-0.17734375000000002
286,-0.1984375
287,-0.10312500000000001
288,-0.10078125000000002
289,-0.14531249999999998
290,-0.20156250000000003
291,-0.22578125
292,-0.16640625
293,-0.10468750000000002
294,-0.103125
295,-0.11093750000000001
296,-0.21718749999999998
297,-0.18203125000000003
298,-0.13828125000000002
299,-0.09531250000000005
300,-0.1921875
301,-0.18046875000000004
302,-0.17031249999999998
303,-0.13046875000000002
304,-0.18046875
305,-0.22656249999999997
306,-0.27578125
307,-0.22890625000000003
308,-0.22968750000000002
309,-0.30234375
310,-0.175
311,-0.17265624999999998
312,-0.27109375
313,-0.26796875000000003
314,-0.20781250000000004
315,-0.07890624999999998
316,-0.146875
317,-0.27734375
318,-0.2515625
319,-0.19453125000000002
320,-0.2734375
321,-0.25937499999999997
322,-0.2296875
323,-0.24140625
324,-0.1515625
325,-0.16171875000000002
326,-0.16718750000000002
327,-0.21250000000000002
328,-0.159375
329,-0.21171874999999996
330,-0.22734375
331,-0.26406250000000003
332,-0.18906249999999997
333,-0.20703125
334,-0.24140625000000004
335,-0.23125
336,-0.21875
337,-0.37187499999999996
338,-0.29140625000000003
339,-0.346875
340,-0.3890625000000001
341,-0.18281250000000002
342,-0.28671875
343,-0.35078125000000004
344,-0.3171875
345,-0.30390625000000004
346,-0.365625
347,-0.33046875
348,-0.36015625000000007
349,-0.3328125
350,-0.3515625
351,-0.28203125
352,-0.34609375000000003
353,-0.35234375
354,-0.3812500000000001
355,-0.31015625
356,-0.3265625
357,-0.3296875
358,-0.31640625
359,-0.26875000000000004
360,-0.36484375
361,-0.22109375
362,-0.28125
363,-0.32421875000000006
364,-0.4015625
365,-0.28515625
366,-0.32734375000000004
367,-0.30937500000000007
368,-0.4140625
369,-0.37265625
370,-0.33046875
371,-0.17343750000000002
372,-0.27421875000000007
373,-0.23515625000000004
374,-0.33593750000000006
375,-0.39687500000000003
376,-0.37031250000000004
377,-0.30937499999999996
378,-0.34140625
379,-0.378125
380,-0.31484375000000003
381,-0.23984375000000002
382,-0.22499999999999998
383,-0.34765625
384,-0.321875
385,-0.29921875000000003
386,-0.36484374999999997
387,-0.31171875
388,-0.30546875
389,-0.296875
390,-0.3171875
391,-0.22265625000000003
392,-0.29453125
393,-0.24218750000000003
394,-0.37031250000000004
395,-0.271875
396,-0.26953125
397,-0.26328125
398,-0.28984375000000007
399,-0.32734375000000004
400,-0.33046875
401,-0.27734375
402,-0.33437500000000003
403,-0.24140625000000004
404,-0.3296875
405,-0.20156250000000003
406,-0.33984375
407,-0.253125
408,-0.23281249999999998
409,-0.265625
410,-0.34140625
411,-0.3046875
412,-0.29375
413,-0.18671875000000004
414,-0.2578125
415,-0.33671874999999996
416,-0.34375
417,-0.26093750000000004
418,-0.29531250000000003
419,-0.26875
420,-0.3296875
421,-0.20234375000000002
422,-0.325
423,-0.29140625000000003
424,-0.30625
425,-0.29921875
426,-0.33125000000000004
427,-0.34296875
428,-0.32500000000000007
429,-0.27109375
430,-0.3203125
431,-0.34140625
432,-0.3171875
433,-0.2828125
434,-0.35390625
435,-0.23359375
436,-0.36875
437,-0.23984375000000002
438,-0.28671875
439,-0.26796875000000003
440,-0.3359375
441,-0.29375000000000007
442,-0.34218750000000003
443,-0.2609375
444,-0.38671875
445,-0.23671875000000003
446,-0.328125
447,-0.28515625
448,-0.3328125
449,-0.29140625
450,-0.33359375
451,-0.19296875000000002
452,-0.28515625
453,-0.24765625000000002
454,-0.32343750000000004
455,-0.25
456,-0.34765625
457,-0.28593749999999996
458,-0.275
459,-0.23359375000000002
460,-0.35078125000000004
461,-0.21562500000000004
462,-0.3375
463,-0.25078125
464,-0.31640625
465,-0.23515625000000004
466,-0.24375
467,-0.23593750000000002
468,-0.3484375
469,-0.240625
470,-0.2609375
471,-0.20546874999999998
472,-0.28828125000000004
473,-0.30000000000000004
474,-0.34609375000000003
475,-0.28203125000000007
476,-0.31796875
477,-0.26640625
478,-0.29296875
479,-0.23359375000000004
480,-0.32265625
481,-0.30000000000000004
482,-0.2953125
483,-0.2375
484,-0.25625000000000003
485,-0.24609375
486,-0.3859375
487,-0.278125
488,-0.2875
489,-0.309375
490,-0.31093750000000003
491,-0.296875
492,-0.32734375
493,-0.21093750000000006
494,-0.31171875000000004
495,-0.29609375
496,-0.26562500000000006
497,-0.27734375
498,-0.35546875
499,-0.26171875
