step,cost
0,0.0640625
1,0.0640625
2,0.17343750000000002
3,0.171875
4,0.08515624999999999
5,0.128125
6,0.15
7,0.05859375
8,0.0890625
9,0.10156250000000001
10,0.08046875
11,0.05625000000000001
12,0.08359375
13,0.06484375
14,0.09140625
15,0.046875
16,0.11015625
17,0.17890625
18,0.05312499999999999
19,0.08203125000000001
20,0.1625
21,0.0625
22,0.1015625
23,0.07265625
24,0.01875
25,0.04140625
26,0.08124999999999999
27,0.10937500000000001
28,0.005468750000000001
29,0.19609375
30,0.014062499999999999
31,0.025
32,0.11718749999999999
33,0.04999999999999999
34,0.10468749999999999
35,0.071875
36,0.16796875
37,0.075
38,0.05078124999999998
39,0.07265625
40,0.04296874999999999
41,-0.015625000000000007
42,-0.007031249999999999
43,0.049999999999999996
44,0.008593749999999985
45,0.09609375
46,0.09140625
47,-0.0062500000000000056
48,0.071875
49,0.09375
50,0.1296875
51,0.11796875000000001
52,-0.04062500000000001
53,0.04999999999999999
54,0.08906249999999999
55,0.1046875
56,0.08046875
57,0.0421875
58,0.071875
59,0.0796875
60,0.030468749999999982
61,0.0828125
62,0.0578125
63,0.07421874999999999
64,0.0953125
65,0.084375
66,-0.05546875
67,0.01953125000000001
68,0.0859375
69,0.03671875000000002
70,-0.02109375
71,0.06015625
72,0.146875
73,0.078125
74,0.01875000000000001
75,-0.009374999999999994
76,0.04218749999999997
77,-0.03203125000000001
78,0.037500000000000006
79,0.018749999999999996
80,0.07578125000000001
81,0.03515624999999999
82,0.12421875
83,0.011718749999999986
84,0.09374999999999999
85,0.004687499999999982
86,0.07734375000000002
87,0.10625
88,0.04609375
89,-0.010156250000000002
90,-0.003125000000000001
91,0.03046874999999999
92,0.014062499999999999
93,0.07812500000000001
94,0.09140625000000001
95,0.08437499999999999
96,-0.008593750000000004
97,0.08984375
98,0.041406250000000006
99,0.02499999999999999
100,0.016406250000000004
101,0.03359374999999999
102,0.060156249999999994
103,0.07343750000000002
104,0.0234375
105,-0.010156249999999992
106,0.1375
107,0.059375000000000004
108,-0.02812500000000001
109,0.04375
110,0.06328125000000001
111,0.01562499999999999
112,0.0421875
113,0.02968749999999999
114,0.003906249999999986
115,0.03437499999999999
116,0.0054687499999999944
117,0.07812499999999997
118,-0.0078125
119,0.1015625
120,0.051562500000000004
121,0.09687499999999999
122,0.05937499999999999
123,-0.0023437500000000194
124,0.059375
125,0.0515625
126,0.013281250000000003
127,0.042187499999999996
128,0.060156249999999994
129,-0.032812499999999994
130,-0.002343750000000002
131,0.10546875
132,0.022656249999999996
133,0.04765625
134,0.03906250000000001
135,0.051562500000000004
136,-0.010937500000000017
137,-0.027343750000000024
138,0.009374999999999998
139,0.04453125000000001
140,-0.017187500000000015
141,-0.01640625000000002
142,0.061718749999999996
143,0.07578125
144,0.04453125000000001
145,-0.017187500000000005
146,0.04609374999999999
147,0.05859374999999999
148,0.07890625
149,0.07578125
150,-0.023437500000000014
151,-0.035937500000000004
152,0.07265625
153,0.08828125
154,0.0546875
155,0.0640625
156,-0.02265625000000001
157,0.09218749999999999
158,0.07421875
159,0.0640625
160,0.017187499999999998
161,0.023437500000000007
162,0.023437499999999997
163,0.004687499999999987
164,0.09609375
165,0.037499999999999985
166,0.1015625
167,0.032812499999999994
168,-0.014843750000000017
169,0.0953125
170,0.13046875
171,0.04687499999999999
172,0.11484375000000001
173,0.06171874999999999
174,0.09140625
175,0.071875
176,0.06718750000000001
177,-0.02187499999999999
178,0.0640625
179,0.11484375
180,0.039062500000000014
181,0.014062499999999988
182,0.0859375
183,0.03984374999999999
184,0.042187499999999996
185,0.08828124999999999
186,-0.03125
187,0.1078125
188,0.03828124999999999
189,0.146875
190,0.005468749999999991
191,0.09453125000000001
192,0.0515625
193,0.05468749999999999
194,0.1
195,0.13828125000000002
196,-0.003906250000000007
197,0.05781250000000002
198,0.003906250000000007
199,0.084375
200,0.10781249999999999
201,0.025
202,0.04843750000000001
203,0.0515625
204,0.046874999999999986
205,-0.04218750000000003
206,0.0796875
207,0.06015625
208,0.011718749999999995
209,-0.025000000000000015
210,0.018749999999999996
211,0.014843749999999998
212,-0.007031249999999999
213,0.084375
214,-0.03281250000000002
215,0.021093749999999994
216,0.04140624999999999
217,0.050781250000000014
218,0.10624999999999998
219,0.06015625000000001
220,0.025000000000000005
221,0.030468749999999992
222,0.014062499999999995
223,0.07421875
224,0.11562499999999999
225,0.0023437499999999847
226,0.014062499999999992
227,-0.05156250000000002
228,-0.014062500000000009
229,-0.03828125000000002
230,0.08125
231,0.04140624999999999
232,0.01875
233,0.04609374999999999
234,-0.02031250000000001
235,0.06171875
236,0.05234375
237,0.06406249999999998
238,0.13125
239,0.0953125
240,0.11015624999999998
241,0.015624999999999991
242,-0.010156249999999999
243,0.018749999999999996
244,0.010937499999999996
245,0.044531249999999994
246,0.08984375
247,0.005468750000000003
248,0.03671875000000001
249,0.05625000000000001
250,0.016406249999999997
251,0.062499999999999986
252,0.028124999999999997
253,0.08203124999999999
254,0.06640625
255,-0.05468750000000001
256,0.019531249999999986
257,-0.02968750000000002
258,0.016406250000000004
259,0.016406249999999997
260,0.08203125
261,0.021093749999999984
262,0.078125
263,-0.011718750000000009
264,0.004687499999999983
265,0.02968749999999999
266,0.07343749999999999
267,-0.005468749999999998
268,0.010937499999999989
269,-0.046875000000000014
270,0.049999999999999996
271,0.03046874999999999
272,0.04609375000000001
273,0.05625
274,0.1171875
275,-0.007812500000000007
276,0.0703125
277,0.01640624999999999
278,0.12265625000000001
279,0.08515625
280,0.06875
281,0.0984375
282,0.04765625
283,0.078125
284,0.042968749999999986
285,-0.04140625000000001
286,0.0039062500000000035
287,-0.020312500000000015
288,0.0765625
289,0.06953124999999999
290,0.009374999999999991
291,0.04375
292,0.13203125
293,0.03984374999999999
294,0.09375
295,0.05
296,0.015625
297,0.05546874999999998
298,0.14375
299,0.07734375
300,0.00859375
301,0.04687499999999999
302,0.06171875000000001
303,-0.03593750000000001
304,0.057812499999999996
305,0.04765625000000001
306,0.018749999999999996
307,0.010937499999999994
308,0.036718749999999994
309,0.022656249999999996
310,-0.009375000000000001
311,0.07890625000000001
312,0.115625
313,0.140625
314,0.021875000000000006
315,0.040625000000000015
316,0.06328125
317,0.03203124999999999
318,0.02578125
319,0.057031249999999985
320,0.08984375
321,0.13124999999999998
322,0.06796874999999998
323,-0.030468749999999982
324,0.022656249999999996
325,0.03203125
326,0.10078125000000002
327,0.010937499999999996
328,0.01171875
329,-0.003906250000000014
330,-0.013281250000000001
331,0.075
332,0.12656250000000002
333,-0.006250000000000011
334,0.02109375
335,0.04609374999999999
336,0.09921875
337,0.024218749999999997
338,0.09687499999999999
339,0.0023437499999999847
340,0.0109375
341,0.0921875
342,0.04609375
343,0.05468750000000001
344,-0.025781250000000006
345,0.04296875000000001
346,0.04765625000000001
347,0.03515625
348,0.015624999999999986
349,0.0015624999999999918
350,0.04296874999999999
351,-0.04843750000000001
352,-0.0007812500000000076
353,0.059375000000000004
354,0.006249999999999995
355,0.027343749999999997
356,0.06015625000000001
357,-0.012500000000000011
358,-0.010156250000000006
359,0.078125
360,0.08671875000000001
361,0.06796875000000001
362,0.06015625000000001
363,0.032812499999999994
364,0.1046875
365,0.07734374999999999
366,0.04765625
367,0.008593750000000008
368,0.11796875000000001
369,-0.004687500000000001
370,0.05468749999999997
371,-0.014062500000000012
372,0.04453125
373,0.06874999999999999
374,0.03125
375,0.07343750000000002
376,0.03046874999999999
377,0.1109375
378,0.07265624999999999
379,0.08984375000000001
380,0.036718749999999994
381,0.0171875
382,0.010156249999999988
383,0.1078125
384,0.028906249999999994
385,0.08125
386,-0.030468750000000017
387,-0.04765625000000001
388,0.0453125
389,0.09140625
390,0.017187499999999994
391,0.020312499999999997
392,0.0609375
393,0.053906249999999996
394,0.00859374999999999
395,0.06796875000000001
396,-0.03906250000000001
397,0.037500000000000006
398,0.008593749999999994
399,0.0328125
400,0.023437499999999986
401,0.06953125
402,0.07109375000000001
403,0.0875
404,0.1453125
405,0.06093749999999999
406,0.075
407,0.09453125000000001
408,0.04140624999999999
409,0.06015625
410,-0.007031250000000013
411,0.05156249999999998
412,0.09921874999999998
413,0.03984374999999999
414,0.0015624999999999944
415,0.05312499999999999
416,0.08593750000000001
417,0.03749999999999999
418,0.03046874999999999
419,0.11171874999999998
420,0.08671875000000001
421,-0.014843750000000011
422,-0.003125000000000013
423,0.02578124999999999
424,-0.006250000000000004
425,-0.021875000000000006
426,0.014843750000000003
427,0.06640625
428,0.06640624999999999
429,0.05859375
430,0.010156249999999999
431,-0.0015625000000000144
432,0.009374999999999996
433,0.08515624999999999
434,0.12031250000000002
435,-0.004687500000000004
436,0.09687499999999999
437,0.008593749999999994
438,-0.01484375
439,0.010937499999999996
440,0.05000000000000001
441,0.02812499999999999
442,0.13671875
443,0.1265625
444,-0.010156250000000018
445,0.011718750000000014
446,0.0703125
447,0.06328125000000001
448,-0.07656250000000002
449,0.037499999999999985
450,0.007031249999999998
451,-0.02890625
452,0.08906249999999999
453,-0.01640625000000001
454,-0.021875000000000002
455,0.022656249999999996
456,0.04843750000000002
457,0.03437499999999999
458,0.049218750000000006
459,0.014843749999999992
460,0.011718750000000003
461,0.015624999999999986
462,0.026562499999999996
463,0.09609375
464,-0.0023437499999999986
465,0.05859375
466,0.058593749999999986
467,0.09609374999999999
468,0.06484375
469,0.053125
470,0.03203125
471,-0.025000000000000005
472,0.06874999999999999
473,-0.022656250000000003
474,0.05234375000000001
475,0.071875
476,0.053125000000000006
477,0.05234375000000001
478,0.046875
479,0.010156250000000006
480,0.02812499999999998
481,0.010156249999999999
482,0.029687500000000002
483,0.05078125
484,0.1
485,0.009374999999999988
486,-0.004687500000000011
487,0.053125
488,-0.0007812500000000146
489,0.09687500000000002
490,0.06328124999999998
491,-0.05
492,0.031250000000000014
493,-0.026562500000000003
494,0.018749999999999996
